2;obtiene;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;el;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;XIII Menéndez Pelayo;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
5;por;-;PREP;PREP;-;7;;;;;;;;;;;;;;;;;
6;su;-;POSS;POSS;-;7;;;;;;;;;;;;;;;;;
7;reivindicación;-;N;N;-;2;;;;;;;;;;;;;;;;;
8;de;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
9;la;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;fantasía;-;N;N;-;7;nmod;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;fotógrafa;-;N;N;-;4;;;;;;;;;;;;;;;;;
3;Christine Spengler;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
4;narra;-;V;V;-;0;root;;;;;;;;;;;;;;;;
5;su;-;POSS;POSS;-;6;;;;;;;;;;;;;;;;;
6;vida;-;N;N;-;4;;;;;;;;;;;;;;;;;
7;de;-;PREP;PREP;-;8;case;;;;;;;;;;;;;;;;
8;muertes;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
9;y;-;C;C;-;8;;;;;;;;;;;;;;;;;
10;amores;-;N;N;-;8;nmod;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Christine Spengler;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
2;siempre;-;ADV;ADV;-;3;advmod;;;;;;;;;;;;;;;;
3;quiso;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;escribir;-;V;V;-;3;;;;;;;;;;;;;;;;;
5;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;José Saramago;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;opina;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;que;-;C;C;-;5;;;;;;;;;;;;;;;;;
4;el;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;autor;-;N;N;-;2;;;;;;;;;;;;;;;;;
6;que;-;P;P;-;7;;;;;;;;;;;;;;;;;
7;escribe;-;V;V;-;5;;;;;;;;;;;;;;;;;
8;lo que;-;P;P;-;10;;;;;;;;;;;;;;;;;
9;no;-;ADV;ADV;-;10;advmod;;;;;;;;;;;;;;;;
10;piensa;-;V;V;-;7;;;;;;;;;;;;;;;;;
11;no;-;ADV;ADV;-;12;advmod;;;;;;;;;;;;;;;;
12;tiene;-;V;V;-;5;;;;;;;;;;;;;;;;;
13;perdón;-;N;N;-;12;;;;;;;;;;;;;;;;;
14;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Rivera Letelier;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;refleja;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;un;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;Chile;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
5;de;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
6;música;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
7;y;-;C;C;-;6;;;;;;;;;;;;;;;;;
8;minas;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
9;en;-;PREP;PREP;-;12;;;;;;;;;;;;;;;;;
10;su;-;POSS;POSS;-;12;;;;;;;;;;;;;;;;;
11;último;-;ADJ;ADJ;-;12;amod;;;;;;;;;;;;;;;;
12;libro;-;N;N;-;2;;;;;;;;;;;;;;;;;
13;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Javier Maqua;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;relata;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;el;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;amor;-;N;N;-;2;;;;;;;;;;;;;;;;;
5;entre;-;PREP;PREP;-;7;;;;;;;;;;;;;;;;;
6;un;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;hombre;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
8;y;-;C;C;-;7;;;;;;;;;;;;;;;;;
9;una;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;menor;-;N;N;-;7;nmod;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El Prado;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;investiga;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;la;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;filtración;-;N;N;-;2;;;;;;;;;;;;;;;;;
5;de;-;PREP;PREP;-;7;case;;;;;;;;;;;;;;;;
6;un;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;vaso;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
8;de;-;PREP;PREP;-;9;case;;;;;;;;;;;;;;;;
9;agua;-;N;N;-;7;nmod;;;;;;;;;;;;;;;;
10;en;-;PREP;PREP;-;12;;;;;;;;;;;;;;;;;
11;la;-;ART;ART;-;12;det;;;;;;;;;;;;;;;;
12;sala;-;N;N;-;4;nmod;;;;;;;;;;;;;;;;
13;de;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
14;Velázquez;-;NPR;NPR;-;12;nmod;;;;;;;;;;;;;;;;
15;en;-;PREP;PREP;-;17;;;;;;;;;;;;;;;;;
16;la;-;ART;ART;-;17;det;;;;;;;;;;;;;;;;
17;sala;-;N;N;-;2;;;;;;;;;;;;;;;;;
18;de;-;PREP;PREP;-;19;case;;;;;;;;;;;;;;;;
19;Velázquez;-;NPR;NPR;-;17;nmod;;;;;;;;;;;;;;;;
20;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;SGAE;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
3;elabora;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;un;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;mapa;-;N;N;-;3;;;;;;;;;;;;;;;;;
6;informático;-;ADJ;ADJ;-;9;amod;;;;;;;;;;;;;;;;
7;con;-;PREP;PREP;-;9;case;;;;;;;;;;;;;;;;
8;los;-;ART;ART;-;9;det;;;;;;;;;;;;;;;;
9;escenarios;-;N;N;-;5;nmod;;;;;;;;;;;;;;;;
10;españoles;-;ADJ;ADJ;-;9;amod;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;grupo;-;N;N;-;5;;;;;;;;;;;;;;;;;
3;argentino;-;ADJ;ADJ;-;2;amod;;;;;;;;;;;;;;;;
4;Ataque 77;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;reivindica;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;un;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
7;punki;-;N;N;-;5;;;;;;;;;;;;;;;;;
8;sin;-;PREP;PREP;-;9;;;;;;;;;;;;;;;;;
9;prejuicios;-;N;N;-;7;nmod;;;;;;;;;;;;;;;;
10;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Los;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;documentales;-;N;N;-;3;;;;;;;;;;;;;;;;;
3;figuran;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;como;-;PREP;PREP;-;7;;;;;;;;;;;;;;;;;
5;el;-;ART;ART;-;7;det;;;;;;;;;;;;;;;;
6;principal;-;ADJ;ADJ;-;7;amod;;;;;;;;;;;;;;;;
7;aliciente;-;N;N;-;3;;;;;;;;;;;;;;;;;
8;del;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
9;el;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;Festival de Málaga;-;NPR;NPR;-;7;nmod;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;novillero;-;N;N;-;6;;;;;;;;;;;;;;;;;
3;francés;-;ADJ;ADJ;-;2;amod;;;;;;;;;;;;;;;;
4;Juan Bautista;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;se;-;P;P;-;6;;;;;;;;;;;;;;;;;
6;presenta;-;V;V;-;0;root;;;;;;;;;;;;;;;;
7;en;-;PREP;PREP;-;8;;;;;;;;;;;;;;;;;
8;Las Ventas;-;NPR;NPR;-;6;;;;;;;;;;;;;;;;;
9;.;-;PUNCT;PUNCT;-;6;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Una;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;querella;-;N;N;-;3;;;;;;;;;;;;;;;;;
3;acusa;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;al;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
5;el;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;ex presidente;-;N;N;-;3;;;;;;;;;;;;;;;;;
7;del;-;PREP;PREP;-;9;case;;;;;;;;;;;;;;;;
8;el;-;ART;ART;-;9;det;;;;;;;;;;;;;;;;
9;Valencia;-;NPR;NPR;-;6;nmod;;;;;;;;;;;;;;;;
10;de;-;PREP;PREP;-;11;;;;;;;;;;;;;;;;;
11;recibir;-;V;V;-;3;;;;;;;;;;;;;;;;;
12;250;-;Q;Q;-;13;;;;;;;;;;;;;;;;;
13;millones;-;N;N;-;11;;;;;;;;;;;;;;;;;
14;por;-;PREP;PREP;-;15;;;;;;;;;;;;;;;;;
15;ayudar;-;V;V;-;13;dobj;;;;;;;;;;;;;;;;
16;a;-;PREP;PREP;-;17;;;;;;;;;;;;;;;;;
17;Antena 3;-;NPR;NPR;-;15;;;;;;;;;;;;;;;;;
18;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;G-14;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
3;pide;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;a;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
5;la;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;UEFA;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
7;que;-;C;C;-;8;;;;;;;;;;;;;;;;;
8;concrete;-;V;V;-;3;;;;;;;;;;;;;;;;;
9;el;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;dinero;-;N;N;-;8;;;;;;;;;;;;;;;;;
11;que;-;P;P;-;12;;;;;;;;;;;;;;;;;
12;repartirá;-;V;V;-;10;dobj;;;;;;;;;;;;;;;;
13;el;-;ART;ART;-;14;;;;;;;;;;;;;;;;;
14;año;-;N;N;-;12;;;;;;;;;;;;;;;;;
15;próximo;-;ADJ;ADJ;-;14;amod;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;3;det;;;;;;;;;;;;;;;;
2;ucranio;-;ADJ;ADJ;-;3;amod;;;;;;;;;;;;;;;;
3;Honchar;-;NPR;NPR;-;4;;;;;;;;;;;;;;;;;
4;gana;-;V;V;-;0;root;;;;;;;;;;;;;;;;
5;una;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;contrarreloj;-;N;N;-;4;;;;;;;;;;;;;;;;;
7;en;-;PREP;PREP;-;9;;;;;;;;;;;;;;;;;
8;la que;-;P;P;-;9;acl;;;;;;;;;;;;;;;;
9;Clavero;-;NPR;NPR;-;6;nmod;;;;;;;;;;;;;;;;
10;perdió;-;V;V;-;9;;;;;;;;;;;;;;;;;
11;más;-;ADV;ADV;-;12;;;;;;;;;;;;;;;;;
12;tiempo;-;N;N;-;10;;;;;;;;;;;;;;;;;
13;del;-;PREP;PREP;-;15;case;;;;;;;;;;;;;;;;
14;el;-;ART;ART;-;15;det;;;;;;;;;;;;;;;;
15;previsto;-;N;N;-;12;nmod;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;4;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;España;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;vence;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;a;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Argelia;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
5;y;-;C;C;-;2;;;;;;;;;;;;;;;;;
6;exhibe;-;V;V;-;2;;;;;;;;;;;;;;;;;
7;su;-;POSS;POSS;-;9;;;;;;;;;;;;;;;;;
8;poderoso;-;ADJ;ADJ;-;9;amod;;;;;;;;;;;;;;;;
9;banquillo;-;N;N;-;6;;;;;;;;;;;;;;;;;
10;(;-;PUNCT;PUNCT;-;2;punct;;;;;;;;;;;;;;;;
11;34-24;-;SCORE;SCORE;-;2;;;;;;;;;;;;;;;;;
12;);-;PUNCT;PUNCT;-;2;punct;;;;;;;;;;;;;;;;
13;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;Gobierno;-;NPR;NPR;-;3;;;;;;;;;;;;;;;;;
3;contabilizó;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;en;-;PREP;PREP;-;5;;;;;;;;;;;;;;;;;
5;1996;-;DATE;DATE;-;3;;;;;;;;;;;;;;;;;
6;como;-;PREP;PREP;-;7;;;;;;;;;;;;;;;;;
7;ingresos;-;N;N;-;3;;;;;;;;;;;;;;;;;
8;de;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
9;la;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;Seguridad Social;-;NPR;NPR;-;7;nmod;;;;;;;;;;;;;;;;
11;226.000;-;Q;Q;-;12;;;;;;;;;;;;;;;;;
12;millones;-;N;N;-;3;;;;;;;;;;;;;;;;;
13;de;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
14;más;-;N;N;-;12;nmod;;;;;;;;;;;;;;;;
15;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Trabajo;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;cuestiona;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;que;-;C;C;-;5;;;;;;;;;;;;;;;;;
4;se;-;P;P;-;5;;;;;;;;;;;;;;;;;
5;destinen;-;V;V;-;2;;;;;;;;;;;;;;;;;
6;fondos;-;N;N;-;5;;;;;;;;;;;;;;;;;
7;públicos;-;ADJ;ADJ;-;6;amod;;;;;;;;;;;;;;;;
8;a;-;PREP;PREP;-;10;;;;;;;;;;;;;;;;;
9;las;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;prejubilaciones;-;N;N;-;5;;;;;;;;;;;;;;;;;
11;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Telefónica;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;rebaja;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;un;-;ART;ART;-;2;;;;;;;;;;;;;;;;;
4;82%;-;Q;Q;-;2;;;;;;;;;;;;;;;;;
5;el;-;ART;ART;-;6;;;;;;;;;;;;;;;;;
6;canon;-;N;N;-;2;;;;;;;;;;;;;;;;;
7;que;-;P;P;-;8;;;;;;;;;;;;;;;;;
8;paga;-;V;V;-;6;iobj;;;;;;;;;;;;;;;;
9;Páginas Amarillas;-;NPR;NPR;-;8;;;;;;;;;;;;;;;;;
10;por;-;PREP;PREP;-;12;;;;;;;;;;;;;;;;;
11;sus;-;POSS;POSS;-;12;;;;;;;;;;;;;;;;;
12;datos;-;N;N;-;6;nmod;;;;;;;;;;;;;;;;
13;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;secretario;-;N;N;-;5;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Hacienda;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;dice;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;ahora;-;ADV;ADV;-;5;advmod;;;;;;;;;;;;;;;;
7;que;-;C;C;-;9;;;;;;;;;;;;;;;;;
8;desde;-;PREP;PREP;-;9;;;;;;;;;;;;;;;;;
9;1996;-;N;N;-;5;;;;;;;;;;;;;;;;;
10;sólo;-;ADV;ADV;-;9;;;;;;;;;;;;;;;;;
11;se;-;P;P;-;9;;;;;;;;;;;;;;;;;
12;reunió;-;V;V;-;9;;;;;;;;;;;;;;;;;
13;una;-;ART;ART;-;14;;;;;;;;;;;;;;;;;
14;vez;-;N;N;-;9;nmod;;;;;;;;;;;;;;;;
15;con;-;PREP;PREP;-;17;case;;;;;;;;;;;;;;;;
16;los;-;ART;ART;-;17;det;;;;;;;;;;;;;;;;
17;inspectores;-;N;N;-;9;nmod;;;;;;;;;;;;;;;;
18;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;Estado;-;NPR;NPR;-;6;;;;;;;;;;;;;;;;;
3;brasileño;-;ADJ;ADJ;-;2;amod;;;;;;;;;;;;;;;;
4;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
5;Pernambuco;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
6;anuncia;-;V;V;-;0;root;;;;;;;;;;;;;;;;
7;que;-;C;C;-;9;;;;;;;;;;;;;;;;;
8;no;-;ADV;ADV;-;9;advmod;;;;;;;;;;;;;;;;
9;pagará;-;V;V;-;6;;;;;;;;;;;;;;;;;
10;su;-;POSS;POSS;-;11;;;;;;;;;;;;;;;;;
11;deuda;-;N;N;-;9;;;;;;;;;;;;;;;;;
12;.;-;PUNCT;PUNCT;-;6;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;defensa;-;N;N;-;5;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Hachuel;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;busca;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;confundir;-;V;V;-;8;;;;;;;;;;;;;;;;;
7;la;-;ART;ART;-;8;det;;;;;;;;;;;;;;;;
8;versión;-;N;N;-;5;;;;;;;;;;;;;;;;;
9;de;-;PREP;PREP;-;11;case;;;;;;;;;;;;;;;;
10;los;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;peritos;-;N;N;-;8;nmod;;;;;;;;;;;;;;;;
12;en;-;PREP;PREP;-;13;;;;;;;;;;;;;;;;;
13;Carburos;-;NPR;NPR;-;11;nmod;;;;;;;;;;;;;;;;
14;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Los;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;mineros;-;N;N;-;3;;;;;;;;;;;;;;;;;
3;harán;-;V;V;-;0;root;;;;;;;;;;;;;;;;
4;nuevas;-;ADJ;ADJ;-;5;amod;;;;;;;;;;;;;;;;
5;protestas;-;N;N;-;3;;;;;;;;;;;;;;;;;
6;si;-;C;C;-;3;;;;;;;;;;;;;;;;;
7;no;-;ADV;ADV;-;9;advmod;;;;;;;;;;;;;;;;
8;se;-;P;P;-;9;;;;;;;;;;;;;;;;;
9;cumple;-;V;V;-;3;;;;;;;;;;;;;;;;;
10;el;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;plan;-;N;N;-;9;;;;;;;;;;;;;;;;;
12;del;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
13;el;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;carbón;-;N;N;-;11;nmod;;;;;;;;;;;;;;;;
15;.;-;PUNCT;PUNCT;-;3;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;El;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;dueño;-;N;N;-;5;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Telepizza;-;NPR;NPR;-;2;nmod;;;;;;;;;;;;;;;;
5;vende;-;V;V;-;0;root;;;;;;;;;;;;;;;;
6;el;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
7;5%;-;Q;Q;-;10;;;;;;;;;;;;;;;;;
8;de;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
9;sus;-;POSS;POSS;-;10;;;;;;;;;;;;;;;;;
10;acciones;-;N;N;-;5;;;;;;;;;;;;;;;;;
11;por;-;PREP;PREP;-;13;;;;;;;;;;;;;;;;;
12;8.936;-;Q;Q;-;13;;;;;;;;;;;;;;;;;
13;millones;-;N;N;-;5;;;;;;;;;;;;;;;;;
14;de;-;PREP;PREP;-;15;case;;;;;;;;;;;;;;;;
15;pesetas;-;N;N;-;13;nmod;;;;;;;;;;;;;;;;
16;.;-;PUNCT;PUNCT;-;5;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Occidente;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;recupera;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;a;-;PREP;PREP;-;4;case;;;;;;;;;;;;;;;;
4;Rusia;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
5;como;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
6;aliado;-;N;N;-;2;;;;;;;;;;;;;;;;;
7;y;-;C;C;-;2;;;;;;;;;;;;;;;;;
8;promete;-;V;V;-;2;;;;;;;;;;;;;;;;;
9;le;-;P;P;-;10;;;;;;;;;;;;;;;;;
10;parte;-;N;N;-;8;;;;;;;;;;;;;;;;;
11;de;-;PREP;PREP;-;13;case;;;;;;;;;;;;;;;;
12;su;-;POSS;POSS;-;13;;;;;;;;;;;;;;;;;
13;deuda;-;N;N;-;10;nmod;;;;;;;;;;;;;;;;
14;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Aznar;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;ofrecerá;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;a;-;PREP;PREP;-;6;case;;;;;;;;;;;;;;;;
4;todos;-;Q;Q;-;6;;;;;;;;;;;;;;;;;
5;los;-;ART;ART;-;6;det;;;;;;;;;;;;;;;;
6;partidos;-;N;N;-;2;;;;;;;;;;;;;;;;;
7;un;-;ART;ART;-;8;;;;;;;;;;;;;;;;;
8;pacto;-;N;N;-;2;;;;;;;;;;;;;;;;;
9;para;-;PREP;PREP;-;11;;;;;;;;;;;;;;;;;
10;la;-;ART;ART;-;11;det;;;;;;;;;;;;;;;;
11;paz;-;N;N;-;8;nmod;;;;;;;;;;;;;;;;
12;en;-;PREP;PREP;-;14;;;;;;;;;;;;;;;;;
13;el;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;País Vasco;-;NPR;NPR;-;11;nmod;;;;;;;;;;;;;;;;
15;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Francia;-;NPR;NPR;-;2;;;;;;;;;;;;;;;;;
2;mantiene;-;V;V;-;0;root;;;;;;;;;;;;;;;;
3;la;-;ART;ART;-;4;det;;;;;;;;;;;;;;;;
4;prohibición;-;N;N;-;2;;;;;;;;;;;;;;;;;
5;de;-;PREP;PREP;-;6;;;;;;;;;;;;;;;;;
6;consumir;-;V;V;-;4;dobj;;;;;;;;;;;;;;;;
7;`;-;PUNCT;PUNCT;-;8;punct;;;;;;;;;;;;;;;;
8;coca cola;-;N;N;-;6;;;;;;;;;;;;;;;;;
9;';-;PUNCT;PUNCT;-;8;punct;;;;;;;;;;;;;;;;
10;.;-;PUNCT;PUNCT;-;2;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;La;-;ART;ART;-;2;det;;;;;;;;;;;;;;;;
2;crisis;-;N;N;-;14;;;;;;;;;;;;;;;;;
3;de;-;PREP;PREP;-;5;case;;;;;;;;;;;;;;;;
4;los;-;ART;ART;-;5;det;;;;;;;;;;;;;;;;
5;pollos;-;N;N;-;2;nmod;;;;;;;;;;;;;;;;
6;con;-;PREP;PREP;-;7;case;;;;;;;;;;;;;;;;
7;dioxina;-;N;N;-;5;nmod;;;;;;;;;;;;;;;;
8;no;-;ADV;ADV;-;14;advmod;;;;;;;;;;;;;;;;
9;es;-;V;V;-;14;;;;;;;;;;;;;;;;;
10;una;-;P;P;-;14;;;;;;;;;;;;;;;;;
11;más;-;ADV;ADV;-;14;advmod;;;;;;;;;;;;;;;;
12;de;-;PREP;PREP;-;14;;;;;;;;;;;;;;;;;
13;las que;-;P;P;-;14;;;;;;;;;;;;;;;;;
14;azotan;-;V;V;-;0;root;;;;;;;;;;;;;;;;
15;al;-;PREP;PREP;-;17;;;;;;;;;;;;;;;;;
16;el;-;ART;ART;-;17;det;;;;;;;;;;;;;;;;
17;reino;-;N;N;-;14;;;;;;;;;;;;;;;;;
18;.;-;PUNCT;PUNCT;-;14;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;Es;-;V;V;-;6;;;;;;;;;;;;;;;;;
2;la;-;P;P;-;6;;;;;;;;;;;;;;;;;
3;más;-;ADV;ADV;-;6;advmod;;;;;;;;;;;;;;;;
4;grave;-;ADJ;ADJ;-;6;;;;;;;;;;;;;;;;;
5;porque;-;C;C;-;6;;;;;;;;;;;;;;;;;
6;afecta;-;V;V;-;0;root;;;;;;;;;;;;;;;;
7;a;-;PREP;PREP;-;10;case;;;;;;;;;;;;;;;;
8;todos;-;Q;Q;-;10;;;;;;;;;;;;;;;;;
9;los;-;ART;ART;-;10;det;;;;;;;;;;;;;;;;
10;ciudadanos;-;N;N;-;6;;;;;;;;;;;;;;;;;
11;y;-;C;C;-;10;;;;;;;;;;;;;;;;;
12;al;-;PREP;PREP;-;14;case;;;;;;;;;;;;;;;;
13;el;-;ART;ART;-;14;det;;;;;;;;;;;;;;;;
14;sustrato;-;N;N;-;10;nmod;;;;;;;;;;;;;;;;
15;económico;-;ADJ;ADJ;-;14;amod;;;;;;;;;;;;;;;;
16;de;-;PREP;PREP;-;18;case;;;;;;;;;;;;;;;;
